study_accession	sample_accession	secondary_sample_accession	experiment_accession	run_accession	read_count	experiment_title	experiment_alias	run_alias	fastq_bytes	fastq_md5	fastq_ftp
PRJNA335821	SAMN05467925	SRS1597903	SRX1996335	SRR3995269	3628928	Illumina HiSeq 2500 sequencing; vt_sup_h21 Superior Haploid 21 Leaf	vt_sup_h21_07	vt_sup_h21_07_R1.fastq.gz	373608460;375871835	2830d1b46abe8475f3892d8d0c3ad166;26f2af95615a58b5263ac2186df93c8e	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/009/SRR3995269/SRR3995269_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/009/SRR3995269/SRR3995269_2.fastq.gz
PRJNA335821	SAMN05467995	SRS1597936	SRX1996336	SRR3995270	875844	Illumina HiSeq 2500 sequencing; vt_sup_h88 Superior Haploid 88 Leaf	vt_sup_h88_01	vt_sup_h88_01_R1.fastq.gz	101480720;95329003	4ccc36278fefcd926e44b39c147c020f;e66de02408625482b2c4911ad728d74b	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/000/SRR3995270/SRR3995270_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/000/SRR3995270/SRR3995270_2.fastq.gz
PRJNA335821	SAMN05467995	SRS1597936	SRX1996337	SRR3995271	1200924	Illumina HiSeq 2500 sequencing; vt_sup_h88 Superior Haploid 88 Leaf	vt_sup_h88_02	vt_sup_h88_02_R2.fastq.gz	137074998;130310872	59c9ce37d181e7f28ac56b7236846cf8;687a03932c22e4f2b19a514929e9fef0	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/001/SRR3995271/SRR3995271_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/001/SRR3995271/SRR3995271_2.fastq.gz
PRJNA335821	SAMN05467995	SRS1597936	SRX1996338	SRR3995272	2588632	Illumina HiSeq 2500 sequencing; vt_sup_h88 Superior Haploid 88 Leaf	vt_sup_h88_11	vt_sup_h88_11_R2.fastq.gz	277548293;271584492	a130a17548bb9320a9dbdd61de6ca368;34ad59e98ab2ef97f0194d3ab3aadfb0	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/002/SRR3995272/SRR3995272_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/002/SRR3995272/SRR3995272_2.fastq.gz
PRJNA335821	SAMN05468004	SRS1597937	SRX1996339	SRR3995273	1451897	Illumina HiSeq 2500 sequencing; vt_sup_h96 Superior Haploid 96 Leaf	vt_sup_h96_04	vt_sup_h96_04_R2.fastq.gz	161983627;157926756	cfbc9a9e9ec7d133192039f29e0425ed;f47cc34b496dd2557921e9cc2e3ae490	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/003/SRR3995273/SRR3995273_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/003/SRR3995273/SRR3995273_2.fastq.gz
PRJNA335821	SAMN05468004	SRS1597937	SRX1996340	SRR3995274	1482386	Illumina HiSeq 2500 sequencing; vt_sup_h96 Superior Haploid 96 Leaf	vt_sup_h96_05	vt_sup_h96_05_R1.fastq.gz	161425997;165732930	1032f006ff69f468f6375f276126f9ca;91f89c163aecdbde1baa370d0ffbb4ca	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/004/SRR3995274/SRR3995274_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/004/SRR3995274/SRR3995274_2.fastq.gz
PRJNA335821	SAMN05468004	SRS1597937	SRX1996341	SRR3995275	1454422	Illumina HiSeq 2500 sequencing; vt_sup_h96 Superior Haploid 96 Leaf	vt_sup_h96_06	vt_sup_h96_06_R1.fastq.gz	158089159;162461481	c9c9be27ceb937c1e7da2197f97ec95c;1a38ffa69fa69f853e67c3c211c20c2b	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/005/SRR3995275/SRR3995275_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/005/SRR3995275/SRR3995275_2.fastq.gz
PRJNA335821	SAMN05468004	SRS1597937	SRX1996342	SRR3995276	3203131	Illumina HiSeq 2500 sequencing; vt_sup_h96 Superior Haploid 96 Leaf	vt_sup_h96_07	vt_sup_h96_07_R1.fastq.gz	331838351;337633020	acc699f40fa85f91e8670c88139ec213;539ed6aff6412e3cf76ac32bcdfd5622	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/006/SRR3995276/SRR3995276_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/006/SRR3995276/SRR3995276_2.fastq.gz
PRJNA335821	SAMN05468004	SRS1597937	SRX1996343	SRR3995277	3198008	Illumina HiSeq 2500 sequencing; vt_sup_h96 Superior Haploid 96 Leaf	vt_sup_h96_08	vt_sup_h96_08_R2.fastq.gz	336254123;329817195	2bf0b8e0c35e3b658f28f49e8b29a268;ddddeaf4266aa9c2f8781bb4059bd1d4	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/007/SRR3995277/SRR3995277_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/007/SRR3995277/SRR3995277_2.fastq.gz
PRJNA335821	SAMN05468004	SRS1597937	SRX1996344	SRR3995278	3205713	Illumina HiSeq 2500 sequencing; vt_sup_h96 Superior Haploid 96 Leaf	vt_sup_h96_09	vt_sup_h96_09_R2.fastq.gz	339057723;332663748	67affde3367b95100358e21cb79d083c;0a4553d6b3400858a49772936eacfab9	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/008/SRR3995278/SRR3995278_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/008/SRR3995278/SRR3995278_2.fastq.gz
PRJNA335821	SAMN05468004	SRS1597937	SRX1996345	SRR3995279	3179080	Illumina HiSeq 2500 sequencing; vt_sup_h96 Superior Haploid 96 Leaf	vt_sup_h96_10	vt_sup_h96_10_R1.fastq.gz	328344152;335098373	8d78a4026ba908f1ca70d805020fe53b;9e6a5aee2f94f5174b9352f4b347c6f4	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/009/SRR3995279/SRR3995279_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/009/SRR3995279/SRR3995279_2.fastq.gz
PRJNA335821	SAMN05468004	SRS1597937	SRX1996346	SRR3995280	3154480	Illumina HiSeq 2500 sequencing; vt_sup_h96 Superior Haploid 96 Leaf	vt_sup_h96_11	vt_sup_h96_11_R2.fastq.gz	332196742;325751430	b656e532f3b05864b4ce581a25b3ef30;1b5d53be73f5d45b7c78544aba688cde	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/000/SRR3995280/SRR3995280_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/000/SRR3995280/SRR3995280_2.fastq.gz
PRJNA335821	SAMN05468004	SRS1597937	SRX1996347	SRR3995281	3171609	Illumina HiSeq 2500 sequencing; vt_sup_h96 Superior Haploid 96 Leaf	vt_sup_h96_12	vt_sup_h96_12_R1.fastq.gz	325404131;333307224	e4bb1f28bca4a170015e245eab011062;f50fba3b2efbd594f18a8091a2a94c38	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/001/SRR3995281/SRR3995281_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/001/SRR3995281/SRR3995281_2.fastq.gz
PRJNA335821	SAMN05468005	SRS1597938	SRX1996348	SRR3995282	740509	Illumina HiSeq 2500 sequencing; vt_sup_h97 Superior Haploid 97 Leaf	vt_sup_h97_01	vt_sup_h97_01_R1.fastq.gz	87248491;81532890	49905756ea1f8f667e7578c3b2d40f75;141e099f87069c7268050b0595bc8f53	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/002/SRR3995282/SRR3995282_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/002/SRR3995282/SRR3995282_2.fastq.gz
PRJNA335821	SAMN05467995	SRS1597936	SRX1996349	SRR3995283	2602626	Illumina HiSeq 2500 sequencing; vt_sup_h88 Superior Haploid 88 Leaf	vt_sup_h88_12	vt_sup_h88_12_R2.fastq.gz	278642128;271348050	62d5a7867c1762ea676e1d9231b379fa;5c58d01f1c94b8c5ac9a8a568ed4a744	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/003/SRR3995283/SRR3995283_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/003/SRR3995283/SRR3995283_2.fastq.gz
PRJNA335821	SAMN05468005	SRS1597938	SRX1996350	SRR3995284	1103881	Illumina HiSeq 2500 sequencing; vt_sup_h97 Superior Haploid 97 Leaf	vt_sup_h97_02	vt_sup_h97_02_R2.fastq.gz	125987493;119685619	f69e53e7adc3d2c6aa7f4c5a090719b1;c3a3829437db30e1ee94c040aa717a2f	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/004/SRR3995284/SRR3995284_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/004/SRR3995284/SRR3995284_2.fastq.gz
PRJNA335821	SAMN05468005	SRS1597938	SRX1996351	SRR3995285	1086604	Illumina HiSeq 2500 sequencing; vt_sup_h97 Superior Haploid 97 Leaf	vt_sup_h97_03	vt_sup_h97_03_R1.fastq.gz	118575967;123380458	5505849f554bc8c8630b53ebd9d5a0fc;90e715c08ba4cb3c929ff8e17d885e34	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/005/SRR3995285/SRR3995285_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/005/SRR3995285/SRR3995285_2.fastq.gz
PRJNA335821	SAMN05468005	SRS1597938	SRX1996352	SRR3995286	1093151	Illumina HiSeq 2500 sequencing; vt_sup_h97 Superior Haploid 97 Leaf	vt_sup_h97_04	vt_sup_h97_04_R1.fastq.gz	119030191;124240565	a6f2caa204bd6ffbd8082cf4eba93523;ebc1a2bd76f3b9070c3d7084938e0a9a	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/006/SRR3995286/SRR3995286_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/006/SRR3995286/SRR3995286_2.fastq.gz
PRJNA335821	SAMN05468005	SRS1597938	SRX1996353	SRR3995287	1090997	Illumina HiSeq 2500 sequencing; vt_sup_h97 Superior Haploid 97 Leaf	vt_sup_h97_05	vt_sup_h97_05_R1.fastq.gz	119011119;124439594	d8aa7eb3b030d41bd806c3ebce7a7f3b;e8835df690a779a27fd63925ff078995	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/007/SRR3995287/SRR3995287_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/007/SRR3995287/SRR3995287_2.fastq.gz
PRJNA335821	SAMN05468005	SRS1597938	SRX1996354	SRR3995288	1072924	Illumina HiSeq 2500 sequencing; vt_sup_h97 Superior Haploid 97 Leaf	vt_sup_h97_06	vt_sup_h97_06_R1.fastq.gz	116901669;122377670	d68b3323704c01ce38a468c9e9766ffa;5afe46c02992fe332448ee04d16f481d	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/008/SRR3995288/SRR3995288_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/008/SRR3995288/SRR3995288_2.fastq.gz
PRJNA335821	SAMN05468005	SRS1597938	SRX1996355	SRR3995289	2418400	Illumina HiSeq 2500 sequencing; vt_sup_h97 Superior Haploid 97 Leaf	vt_sup_h97_07	vt_sup_h97_07_R2.fastq.gz	263140792;253813856	15548c9f7127b39600cc9aeab9832b44;4f321e85da1ecb2954e82158c35c60e0	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/009/SRR3995289/SRR3995289_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/009/SRR3995289/SRR3995289_2.fastq.gz
PRJNA335821	SAMN05468005	SRS1597938	SRX1996356	SRR3995290	2415554	Illumina HiSeq 2500 sequencing; vt_sup_h97 Superior Haploid 97 Leaf	vt_sup_h97_08	vt_sup_h97_08_R2.fastq.gz	262259735;252522518	00f3e43d3556b27dd501437702f0f109;29ee19b599e0475f07b65f020beaf33c	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/000/SRR3995290/SRR3995290_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/000/SRR3995290/SRR3995290_2.fastq.gz
PRJNA335821	SAMN05468005	SRS1597938	SRX1996357	SRR3995291	2420979	Illumina HiSeq 2500 sequencing; vt_sup_h97 Superior Haploid 97 Leaf	vt_sup_h97_09	vt_sup_h97_09_R2.fastq.gz	264418466;254468415	53ea4a257808fe9dd2b05c92183d82ed;4c4f8e84ae948bd0717950249ce7eb56	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/001/SRR3995291/SRR3995291_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/001/SRR3995291/SRR3995291_2.fastq.gz
PRJNA335821	SAMN05468005	SRS1597938	SRX1996358	SRR3995292	2409032	Illumina HiSeq 2500 sequencing; vt_sup_h97 Superior Haploid 97 Leaf	vt_sup_h97_10	vt_sup_h97_10_R1.fastq.gz	252073109;262145806	5b4a291f107673ad2e96897e8bca9d9c;8163169dd7826f5cb25af675c8be4351	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/002/SRR3995292/SRR3995292_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/002/SRR3995292/SRR3995292_2.fastq.gz
PRJNA335821	SAMN05468005	SRS1597938	SRX1996359	SRR3995293	2388472	Illumina HiSeq 2500 sequencing; vt_sup_h97 Superior Haploid 97 Leaf	vt_sup_h97_11	vt_sup_h97_11_R1.fastq.gz	249790228;259720026	2b0221059494435899ad95e02a1b606f;ecf4681da0e8e7db295dbb6d5d9d53cc	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/003/SRR3995293/SRR3995293_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/003/SRR3995293/SRR3995293_2.fastq.gz
PRJNA335821	SAMN05467996	SRS1597939	SRX1996360	SRR3995294	56038903	Illumina HiSeq 2500 sequencing; vt_sup_h89 Superior Haploid 89 Leaf and Stem	vt_sup_h89_01	vt_sup_h89_01_R2.fastq.gz	5397999207;5482160805	ad3c847bac73ad81fb4e61850f11e99d;80c17308e46c6167323a1ddfea90aa5e	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/004/SRR3995294/SRR3995294_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/004/SRR3995294/SRR3995294_2.fastq.gz
PRJNA335821	SAMN05468005	SRS1597938	SRX1996361	SRR3995295	2397191	Illumina HiSeq 2500 sequencing; vt_sup_h97 Superior Haploid 97 Leaf	vt_sup_h97_12	vt_sup_h97_12_R2.fastq.gz	259971089;249119640	d4888f4e351679d1a29f1cb9ab606849;bd979ba23cf9bde9675195337ccca58e	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/005/SRR3995295/SRR3995295_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/005/SRR3995295/SRR3995295_2.fastq.gz
PRJNA335821	SAMN05468006	SRS1597940	SRX1996362	SRR3995296	1115195	Illumina HiSeq 2500 sequencing; vt_sup_h98 Superior Haploid 98 Leaf	vt_sup_h98_01	vt_sup_h98_01_R2.fastq.gz	120106335;128287154	f354b00d9bbabcdfddacaff0aed2b86e;a980e61d475426ad29376a226046702f	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/006/SRR3995296/SRR3995296_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/006/SRR3995296/SRR3995296_2.fastq.gz
PRJNA335821	SAMN05468006	SRS1597940	SRX1996363	SRR3995297	1488761	Illumina HiSeq 2500 sequencing; vt_sup_h98 Superior Haploid 98 Leaf	vt_sup_h98_02	vt_sup_h98_02_R2.fastq.gz	166851514;160640449	d609ee0c2c5ca6391c98006ecd7158a9;7e888dcfc0fbf71df26c499251d5458c	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/007/SRR3995297/SRR3995297_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/007/SRR3995297/SRR3995297_2.fastq.gz
PRJNA335821	SAMN05468006	SRS1597940	SRX1996364	SRR3995298	1495944	Illumina HiSeq 2500 sequencing; vt_sup_h98 Superior Haploid 98 Leaf	vt_sup_h98_03	vt_sup_h98_03_R2.fastq.gz	166677615;162856864	5d0a2858ad1fe1842548f5eff87ba30b;8708941b59b5e0fcfafc84667c0dd447	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/008/SRR3995298/SRR3995298_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/008/SRR3995298/SRR3995298_2.fastq.gz
PRJNA335821	SAMN05468006	SRS1597940	SRX1996365	SRR3995299	1503721	Illumina HiSeq 2500 sequencing; vt_sup_h98 Superior Haploid 98 Leaf	vt_sup_h98_04	vt_sup_h98_04_R2.fastq.gz	167646239;163311307	df776709188c948f7c599b5f2bf05da5;b7ce109c652187923a196a21d87cbb23	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/009/SRR3995299/SRR3995299_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/009/SRR3995299/SRR3995299_2.fastq.gz
PRJNA335821	SAMN05468006	SRS1597940	SRX1996366	SRR3995300	1520314	Illumina HiSeq 2500 sequencing; vt_sup_h98 Superior Haploid 98 Leaf	vt_sup_h98_05	vt_sup_h98_05_R1.fastq.gz	165280571;169918847	62216640dfaf692f313972666d802eb4;a00bdf3e809d275dea6064c6fa6cd9c0	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/000/SRR3995300/SRR3995300_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/000/SRR3995300/SRR3995300_2.fastq.gz
PRJNA335821	SAMN05468006	SRS1597940	SRX1996367	SRR3995301	1493646	Illumina HiSeq 2500 sequencing; vt_sup_h98 Superior Haploid 98 Leaf	vt_sup_h98_06	vt_sup_h98_06_R2.fastq.gz	166839707;162118008	339ddd298f4ff23443591024e7c99019;5ccbacd553260f9b569e64fb21dd16a2	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/001/SRR3995301/SRR3995301_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/001/SRR3995301/SRR3995301_2.fastq.gz
PRJNA335821	SAMN05468006	SRS1597940	SRX1996368	SRR3995302	3380601	Illumina HiSeq 2500 sequencing; vt_sup_h98 Superior Haploid 98 Leaf	vt_sup_h98_07	vt_sup_h98_07_R2.fastq.gz	355765253;348996428	3c83239528c585de1b62ff4e53c22c0a;c35fb7a77cb7341e98fb28073046242c	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/002/SRR3995302/SRR3995302_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/002/SRR3995302/SRR3995302_2.fastq.gz
PRJNA335821	SAMN05468006	SRS1597940	SRX1996369	SRR3995303	3372670	Illumina HiSeq 2500 sequencing; vt_sup_h98 Superior Haploid 98 Leaf	vt_sup_h98_08	vt_sup_h98_08_R2.fastq.gz	354048771;346428092	6ec6b632c9115d96f32846de299cc7d8;a62f6f0b10a019f3afdae8d86c59ee9a	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/003/SRR3995303/SRR3995303_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/003/SRR3995303/SRR3995303_2.fastq.gz
PRJNA335821	SAMN05468006	SRS1597940	SRX1996370	SRR3995304	3381270	Illumina HiSeq 2500 sequencing; vt_sup_h98 Superior Haploid 98 Leaf	vt_sup_h98_09	vt_sup_h98_09_R2.fastq.gz	357217336;349646501	f38e8605bf8ad6694a3a496b7ea4dc1c;5b119f8b0e5f02b41ad473b676da1f4a	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/004/SRR3995304/SRR3995304_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/004/SRR3995304/SRR3995304_2.fastq.gz
PRJNA335821	SAMN05467997	SRS1597941	SRX1996371	SRR3995305	849256	Illumina HiSeq 2500 sequencing; vt_sup_h9 Superior Haploid 9 Leaf	vt_sup_h9_01	vt_sup_h9_01_R1.fastq.gz	98450331;92443756	0b0c8550ba41d142d2d1a0f849f46452;632dd74716de70d2ca6d251d8525139d	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/005/SRR3995305/SRR3995305_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/005/SRR3995305/SRR3995305_2.fastq.gz
PRJNA335821	SAMN05468006	SRS1597940	SRX1996372	SRR3995306	3355884	Illumina HiSeq 2500 sequencing; vt_sup_h98 Superior Haploid 98 Leaf	vt_sup_h98_10	vt_sup_h98_10_R1.fastq.gz	345330920;353089197	9f77683fc493c6f34bf04e126710b295;6ef99cfccb572794f96d9b22ec7e3ee5	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/006/SRR3995306/SRR3995306_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/006/SRR3995306/SRR3995306_2.fastq.gz
PRJNA335821	SAMN05468006	SRS1597940	SRX1996373	SRR3995307	3325689	Illumina HiSeq 2500 sequencing; vt_sup_h98 Superior Haploid 98 Leaf	vt_sup_h98_11	vt_sup_h98_11_R1.fastq.gz	342225141;349696644	98b40eaaae23e31c0c7c728ea6c0be69;26020f1a2c1b89073c109e7c67d3231f	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/007/SRR3995307/SRR3995307_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/007/SRR3995307/SRR3995307_2.fastq.gz
PRJNA335821	SAMN05468006	SRS1597940	SRX1996374	SRR3995308	3346084	Illumina HiSeq 2500 sequencing; vt_sup_h98 Superior Haploid 98 Leaf	vt_sup_h98_12	vt_sup_h98_12_R2.fastq.gz	350963305;341998374	ea9ff083c2777dedd96c119db8137f5b;27ff5e4f689ea06fde0ebabb915ba13b	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/008/SRR3995308/SRR3995308_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/008/SRR3995308/SRR3995308_2.fastq.gz
PRJNA335821	SAMN05468007	SRS1597942	SRX1996375	SRR3995309	1064542	Illumina HiSeq 2500 sequencing; vt_sup_h99 Superior Haploid 99 Leaf	vt_sup_h99_01	vt_sup_h99_01_R1.fastq.gz	122670407;114976806	96f0f2288340ec5fbf3bace038ed6fa1;b00bc805161cf0530950b4dad7d18af8	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/009/SRR3995309/SRR3995309_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/009/SRR3995309/SRR3995309_2.fastq.gz
PRJNA335821	SAMN05468007	SRS1597942	SRX1996376	SRR3995310	1422947	Illumina HiSeq 2500 sequencing; vt_sup_h99 Superior Haploid 99 Leaf	vt_sup_h99_02	vt_sup_h99_02_R2.fastq.gz	159750390;153825394	49977ea828c8233b7b001635c1f2487f;882f2d7daa45bf7ebb6e79b2890a1bf2	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/000/SRR3995310/SRR3995310_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/000/SRR3995310/SRR3995310_2.fastq.gz
PRJNA335821	SAMN05468007	SRS1597942	SRX1996377	SRR3995311	1436120	Illumina HiSeq 2500 sequencing; vt_sup_h99 Superior Haploid 99 Leaf	vt_sup_h99_03	vt_sup_h99_03_R2.fastq.gz	160304732;156709120	ed68670c7b5864c39caf3c2ace7fe39c;7d495781ba98ad7d11c78e135f6c7aec	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/001/SRR3995311/SRR3995311_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/001/SRR3995311/SRR3995311_2.fastq.gz
PRJNA335821	SAMN05468007	SRS1597942	SRX1996378	SRR3995312	1446223	Illumina HiSeq 2500 sequencing; vt_sup_h99 Superior Haploid 99 Leaf	vt_sup_h99_04	vt_sup_h99_04_R1.fastq.gz	157478098;161634190	fc7f4e11330e7a3e7c8c1ec0db31ad79;b3489fd034e4b495fe1fcc9607f316f7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/002/SRR3995312/SRR3995312_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/002/SRR3995312/SRR3995312_2.fastq.gz
PRJNA335821	SAMN05468007	SRS1597942	SRX1996379	SRR3995313	1470346	Illumina HiSeq 2500 sequencing; vt_sup_h99 Superior Haploid 99 Leaf	vt_sup_h99_05	vt_sup_h99_05_R2.fastq.gz	164721355;160280531	2d894ab63abff29a05caf945442cfc94;b31afaf587c0abf8e886cfd255cbac9a	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/003/SRR3995313/SRR3995313_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/003/SRR3995313/SRR3995313_2.fastq.gz
PRJNA335821	SAMN05468007	SRS1597942	SRX1996380	SRR3995314	1444899	Illumina HiSeq 2500 sequencing; vt_sup_h99 Superior Haploid 99 Leaf	vt_sup_h99_06	vt_sup_h99_06_R2.fastq.gz	161701261;157231949	f5b6dd32a4af471493566cd7b5c6d440;7b05a9415583532ac273a032595ccbe7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/004/SRR3995314/SRR3995314_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/004/SRR3995314/SRR3995314_2.fastq.gz
PRJNA335821	SAMN05468007	SRS1597942	SRX1996381	SRR3995315	3169743	Illumina HiSeq 2500 sequencing; vt_sup_h99 Superior Haploid 99 Leaf	vt_sup_h99_07	vt_sup_h99_07_R2.fastq.gz	335840784;331712882	95323fad4f69bb54a1d30927fc1ea959;a3eb9c01d7993f78dcd8bfbf9d7e4f8d	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/005/SRR3995315/SRR3995315_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/005/SRR3995315/SRR3995315_2.fastq.gz
PRJNA335821	SAMN05467997	SRS1597941	SRX1996382	SRR3995316	1138347	Illumina HiSeq 2500 sequencing; vt_sup_h9 Superior Haploid 9 Leaf	vt_sup_h9_02	vt_sup_h9_02_R1.fastq.gz	123345296;128732145	7a54fefac2de8b4d4c713e007eb0b1ee;4cb0cb77d5716e016bf7545a34c9e29c	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/006/SRR3995316/SRR3995316_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/006/SRR3995316/SRR3995316_2.fastq.gz
PRJNA335821	SAMN05468007	SRS1597942	SRX1996383	SRR3995317	3159431	Illumina HiSeq 2500 sequencing; vt_sup_h99 Superior Haploid 99 Leaf	vt_sup_h99_08	vt_sup_h99_08_R1.fastq.gz	328986929;334095391	e76001004b87226c46eaed538caebc9a;8cc17b2468df73bfc42e6e098eb6c8d5	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/007/SRR3995317/SRR3995317_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/007/SRR3995317/SRR3995317_2.fastq.gz
PRJNA335821	SAMN05468007	SRS1597942	SRX1996384	SRR3995318	3168343	Illumina HiSeq 2500 sequencing; vt_sup_h99 Superior Haploid 99 Leaf	vt_sup_h99_09	vt_sup_h99_09_R1.fastq.gz	331943233;337054159	172aea818d25999e56d72864db3b6a21;0e2c670a4a3022a9570eea87029eddd7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/008/SRR3995318/SRR3995318_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/008/SRR3995318/SRR3995318_2.fastq.gz
